fen,tactical_label
r1b1kbn1/pppp1ppr/8/2P1p2p/1n2P3/8/PP1P1KPP/RNBQ1BNR w q - 1 9,2
rnb1k2r/3p1ppp/1qpb4/p3p3/2B1P1nP/5P2/PPPP2P1/RNBQK1NR w KQkq - 3 10,3
r1bqkbnr/p1p1p2p/1p3pp1/1n1p4/3PP3/1PP3BN/P3QPPP/RN2KB1R b KQkq - 0 12,3
r1bqk1nr/2pp1ppp/pp1bp3/2QN1P2/6P1/4PN1P/PP1P4/R1B1KB1R b KQkq - 2 10,3
r1bq1bnr/p1pk1p2/1p4p1/3pp2p/2B3P1/N1N1PQ1P/PPPP1P2/R1B1K1R1 w Q - 0 10,3
rq2kbnr/p2b1p1p/np1pp3/3N2p1/3p1P2/4P1K1/PPP1Q1PP/RNB2B1R w kq - 0 11,3
rnbqkbnr/1p2ppp1/7p/p1p5/3Pp3/8/PPPNNPPP/R1BQKB1R w KQkq - 0 6,3
rnb1kb1r/1ppp1ppp/4qn1P/p3p3/4NP1R/P1P1P3/1P1PQ1P1/RNB1KB2 w Qkq - 0 13,3
1nbq1r2/1pp1kp1p/r2bp3/p5p1/2p1N1P1/3P3P/PPP1NP2/R1B1QK1R b - - 0 13,3
rnbqkb1r/4pppp/pp1p3n/8/1PpP4/2P1B2P/P3PPP1/RN1QKBNR b KQkq - 1 7,0
1nbqkbnr/1pp1pp1p/r5p1/p2p4/8/1PP5/P1QPPPPP/RNB1KBNR w KQk - 2 6,0
rnbqk2r/pp2pp2/2p2n1b/3p2pp/4PP2/P5Q1/RPPP2PP/1NB1KBNR w Kkq - 0 10,3
1n1q1knr/2ppb1pp/rpb5/4pp2/Np2P1P1/8/P1PP1P1P/1RBQKBNR w K - 0 12,3
r1bq1b1r/ppppk1pp/4p2n/5p2/P2n3P/3P2P1/1PPNPP2/1RBQKBNR w K - 0 8,0
r1bq1bnr/2pppk2/ppn2p2/3P3p/1Q2P1p1/5B2/PPP2PPP/RNB1K1NR w KQ - 0 9,3
rn1q1bn1/1p1kpppr/p3b2p/2p5/P2pP2P/N4PPR/RPPPQK2/2B2BN1 b - - 9 13,3
r1bq1bnr/3pp1Qp/p1n1k3/1pp2p2/4P3/P1N5/1PPPNPPP/R1BK1B1R w - - 1 10,3
rn1q2nr/pp2k1p1/2ppbp2/4p2p/P1P4P/b3P1P1/RPKP1P2/2B1QBNR b - - 2 11,3
1r1qkbnr/p1pppp1p/2n5/1p4p1/2PN3P/6P1/PP1PPP2/RNBQKB1R w KQk - 2 7,3
r1bqk2r/p1ppbppp/7n/1P2p3/6P1/2Nn1N2/1PPPPP1P/R1BQKB1R w KQkq - 3 9,1
rnbq1bnr/pp1ppkp1/2p5/5p1p/4N3/P5P1/1PPPPP1P/1RBQKBNR b K - 1 7,0
rn2k1Br/p1pq4/b3p1p1/1p3p1p/2PpP3/N4NPK/PP1P1P1P/R1BQR3 b kq - 0 13,3
rnbqkb1r/2pppppp/1p5n/4B3/3P4/1p3N2/P1P1PPPP/RN1QKB1R b KQkq - 1 6,3
rnb1kb1r/pp1pp2p/6pn/P4p2/2p2P2/P2PP3/2P3PP/RNBQKBNR w KQkq - 1 7,0
rn2kbnr/p3p1pB/3p1p1q/1pp2bP1/5P2/3P4/PPP1P2P/RNBQK2R w KQkq - 1 9,3
2bqkbr1/1p1n1p2/r1ppp3/pN3npp/2PP4/4B1P1/PP2PP1P/R2QKBNR w KQ - 0 12,3
rn1qkb1r/pp2pp2/5np1/2pp3p/6PP/N3P2b/PPPP1P2/1RBQKBNR b Kkq - 0 7,3
r1b2bnr/pppq1kpp/2np1p2/4P3/Q1P4P/2NP4/PP2P1P1/R1B1KBNR w KQ - 1 8,3
1nq2bnr/r2bpkpp/p1p2p2/1pPp4/P2N2P1/5P2/1PQPP1BP/RNB1K2R b KQ - 4 11,3
r1bq1bnr/pppp1kpp/5pn1/4p3/2NP2P1/4P3/PPP2PBP/R1BQK1NR w KQ - 1 7,3
rn1q1bn1/pppkpp1r/3p2pp/8/2P2Pb1/P6P/1PQPPKP1/RNB2BNR b - - 0 7,3
r1bq1b1r/pppk1p1p/n6n/3pp3/P4p2/2RP4/1PP1PPPP/1NBQKBR1 w - - 0 9,3
rnbqk1nr/pppppp2/3b2pB/7p/7P/2NP1P1R/P1P1P1P1/R2QKBN1 b Qkq - 5 7,0
rnb2kr1/pp1p1ppp/1q2p3/2p3b1/P1P1P1nP/BP6/2RP1PP1/1NQ1KBNR b K - 2 11,3
1qb1kbn1/r2ppppr/p1n4B/1p2P2p/1P1p4/2NQ1NPP/P1P2P1R/R3KB2 b Q - 0 11,3
1r1qkbr1/p2ppp1n/b1p3pp/1pN5/Q1nP3P/P3BNP1/1P2PP2/R3KB1R w KQ - 3 13,3
2r1k2r/2qpbppp/1pn2n2/p1pbp1B1/1P1PP1Q1/2N2N2/P1P2PPP/R2K1B1R w k - 2 12,3
r1b1kbr1/ppp1nppp/n2qp3/8/8/3P3P/PPPQPPP1/R1B1KBNR w KQq - 0 7,0
rnbqkbnr/pp1p3p/4ppp1/1p6/6P1/1QP4N/P2PPP1P/RNB1KB1R b KQkq - 1 6,2
r1bqk1nr/2p1ppbp/3p2Q1/pp2PB2/2PP4/8/PP1B1PPP/RN2K1NR b KQkq - 1 10,3
r1bqk2r/N2p1p1p/n1p3p1/1pb1pn2/2B1P1P1/5P1N/PPPP3P/R1BQK2R w KQkq - 4 11,3
r1bqkb1r/p1p1pp1p/np1p3n/6pP/6P1/PP5N/1BPPPP2/RN1QKB1R b KQkq - 1 7,2
rn1qk1nr/ppp1bp1p/3pb1p1/4N3/2P4P/2N5/PP1PPPP1/R1BQKBR1 b Qkq - 2 7,3
r1b2bnr/p2pkppp/2p5/q1n1p3/2P1P1PP/PpQ5/1P1P1PB1/RNB1K1NR b KQ - 2 10,3
r1bqkbnr/p2ppp2/2n5/2p3pp/4NPPP/1p5R/PPPPP3/1RBQKB1N b kq - 1 10,3
r1bqkbn1/p1ppp2r/2n5/1N3Ppp/1P6/2N1P3/P1PP1P1P/R1BQKB1R b KQq - 1 8,0
rn2kbnr/p2p4/b5p1/1pp1p2p/2P2pBP/NP1PPN2/P4P1P/R1BQKR2 w Qkq - 0 12,3
r3kbnr/pbppB3/n5p1/1p2pp1p/Nq2P3/2PP1PKP/PP4P1/R2Q1BNR b kq - 0 12,3
rnbqkbnr/3pp3/p4p2/1pp3Pp/5P2/2PP1R2/PPK1P1P1/RNB1QBN1 b kq - 1 10,0
rnb1kbnr/p4ppp/2p1p3/1p1p4/P2P4/1PP3P1/R3PP1q/1NBQKBNR w Kkq - 0 8,3
rn2k2r/p1pn2pp/bp4q1/1PbpBp1Q/P4p2/N3P2N/R1PP2PP/3K1B1R b kq - 5 12,3
rnbqkbnr/pppp2pp/8/4pp2/5P2/P6P/1PPPPKP1/RNBQ1BNR b kq - 0 6,3
1n1qkb1r/1pp2pp1/3p1n2/4p2p/1p6/r1NPP2N/P1PQ1PPP/1RB1KB1R b Kk - 0 10,3
rnq1kbnr/4pp1B/1ppp4/p5p1/1Pb3P1/P1P1P2N/3P1P1P/RNBQK2R w KQkq - 1 10,3
rnbqkbnr/p1ppp2p/1p6/1P3pp1/6PP/7B/P1PPPP2/RNBQK1NR w KQkq - 0 6,3
rnbqk1nr/1p1pppb1/8/p1p3p1/4P1Pp/P4P1P/1PPPNK2/RNBQ1B1R w kq - 2 8,0
rn1q1br1/1bpkpp1p/p6n/1PR3B1/3p2PP/1P1P4/P2NPPB1/3QK1NR b K - 3 12,3
rnbq1bnr/ppp1kppp/8/2Ppp3/8/5NP1/PP1PPPBP/RNBQ1RK1 b - - 4 6,2
rq1k1bnr/ppp1p1p1/3p3p/3P4/n3pNP1/5PK1/PPPQP2P/R1B2B1R w - - 0 13,0
rnbqkb2/1ppppp1r/p6n/6pp/1P2P3/N5P1/PBPP1P1P/R2QKBNR b KQq - 0 6,2
r1b1kbr1/1ppqpppp/n7/pQ1p4/3PnP2/8/PPP1P1PP/RNB1KBNR w q - 2 8,3
r1b1k1nr/p2p1ppp/npp1B3/2b5/PP1qPP2/6P1/2PP3P/RNBQK1NR w KQkq - 1 9,3
1n1qk2r/rb2pp1p/Pppp3b/6pn/1BP5/1Q6/P2PPPPP/RN2KBNR w KQk - 1 12,3
1rbqkb1r/pp1p1ppp/4p3/n1p5/1P6/P1P1NN1P/3PPPPn/R1BQKB1R b KQk - 2 11,3
rnbqkbnr/4p2p/ppp3p1/1B1p1P1Q/1P1P4/P3B3/2P2PPP/RN2K1NR w KQk - 0 9,3
1nb1qb1r/r1pk1ppp/4pn2/pp1p4/1P1P4/1QP2P1N/P1K1P1PP/RNB2B1R w - - 1 11,3
rnb1kbnr/2p1p3/pp1q1pp1/3p2Pp/5P1P/2NP4/P1P1P3/R2QKBNR b KQkq - 0 11,3
r1bqkbnr/p1pnp3/1p3ppp/3p4/3P1PP1/P7/RPP1P2P/1NBQKBNR w Kkq - 1 7,0
rnb1kbnr/1p1pppp1/2p5/p5Np/3q4/2PBP1P1/PP1P1P1P/RNBQK2R w KQkq - 3 7,3
rnbq1k1r/pppBbppp/5n2/4p3/4P3/1P5P/PBPPKPP1/RN1Q2NR b - - 0 7,3
1rb1kbnr/p1qppppp/8/8/p1p4P/1P5R/3PPPP1/QNB1KBN1 w k - 2 13,3
rnbqkbnr/2ppp2p/p5p1/1p4p1/1N2P3/P6P/1PPP1P2/R1BQKBNR w KQkq - 0 9,3
rnbqk2r/1p1p1pp1/5n1B/p1p1p1Np/P2P1P2/b3Q3/1PP1P2P/RN2KB1R b KQk - 0 13,3
r3kb1r/ppq1pp1p/n1pp3n/3P1b2/1P4PP/4P2N/P1PQ1P2/RNB1KB1R b KQk - 0 13,3
rnbqkb2/3ppppr/2p4n/pp2P2p/1P5P/2BP1N2/P1P2P2/RN1QKB1R w KQq - 0 11,0
rnb1kb1r/p1qppppp/1p6/2p3n1/7N/3P4/PPP1PPPP/R1BQKB1R w KQkq - 0 7,0
rnbq1b1r/2ppkpp1/1p2pn1p/p7/QPP5/3PB1P1/P3PP1P/RN1K1BNR b - - 2 7,0
2b1k1nr/1ppnbpp1/4p2p/r2NP3/p7/5q2/PPPPQ1PP/1RBK1BNR b k - 1 13,3
r5nr/pp1kbp1p/n2pb1pB/q3p2P/2p5/2NP3N/PPPKPPP1/1R1Q1B1R b - - 0 12,3
rnb1k2r/3p1pp1/pp2p2p/2pn4/4BPP1/bP5P/P1PQP3/RNB1K1NR b KQkq - 0 13,3
rnbqkb1r/1p1ppppp/7n/p1p5/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 6 6,3
r1b2br1/p2p1k1p/n1q1pn2/1pP2pp1/Q1PK4/N3P1PN/PP3P1P/R1B2B1R w - - 1 13,3
r1bqkb1r/pppppp1p/8/5np1/5P2/P2P1N1P/RP1PP1P1/1NBQKB1R w Kkq - 1 7,2
1nbqkb2/rQp1p1p1/4rn2/p4p1p/P3P3/2P5/RP1P1PPP/1NBK1BNR b - - 0 9,3
1r1qkb1r/p1pn1ppp/Qp1pp3/n5N1/2P1PP1P/3P4/PP4P1/RNBK1BR1 b k - 0 12,3
1rbqk1nr/p1ppppbp/2n5/1B2P1p1/6PP/N7/PPPP1P2/R1BQK1NR b KQk - 2 6,3
rn1qkb1r/p1pp2pp/b4p2/1p2p3/3Q1B2/P1PP1nP1/1P2PP1P/RN1K1BNR b kq - 2 9,3
rnb1kb1r/2pqp1pp/1p6/1B1p1p2/p2P2n1/4P2P/PPPBQP2/RN2K1NR w KQkq - 0 9,3
rn2k2r/p4ppp/b1p2B2/1Qbppn1P/3P4/P2R4/RPP1PqP1/1N1K1BN1 w - - 0 13,3
r1bqkbn1/pppp1p2/n6r/4p1pp/PP1P4/4B3/N1P1PPPP/R2QKBNR b KQq - 1 6,3
1nb1k1nr/rp2b2p/2pp2pB/p3pp2/Q1P5/P2P1N1P/RP2P1P1/1N2KB1R w k - 0 13,3
rnbq1b1r/1p1k1ppp/3p1n2/p1p1p3/N4N1P/4P1PR/PPPP1P2/R1BQKB2 w Q - 3 9,3
rn1qkb1r/p4ppp/b4n2/1Pppp3/1P2PP2/P7/2QP2PP/RNB1KBNR w KQq - 0 10,3
r1bqkb1r/pppnppp1/3p1n1p/6B1/3P4/1QP2N2/PP1NPPPP/R3KB1R w Kq - 6 9,3
rnbqkbnr/3pp2p/1pp2p2/p5p1/2P5/P2P1N1P/1P2PPP1/RNBQKB1R w KQkq - 0 6,0
1nbqkbnr/1pp1p1p1/r2p1p2/p6p/1PP5/5N2/P1QPPPPP/RNB1KBR1 w Qk - 2 6,2
2bqkbr1/1pp1p1pp/1rnp3n/5p1P/Pp6/2P2PP1/2QPP1R1/RNB1KBN1 b Q - 0 11,0
rnb1qb1r/pppkp1pp/3p3n/5p2/2P5/P2P2P1/1P2PP1P/RN1QKBNR w KQ - 1 6,0
r3kbn1/ppp1pppr/n3b2p/1N6/P1p5/8/RP1PKPPP/2BQ1BNR w q - 0 11,3
rn1qkbnr/p3ppBp/bppp4/8/Q1PP4/N7/PP2PPPP/2KR1BNR b kq - 1 8,3
rnbqkb1r/2p2ppp/pp1p1B2/8/8/1P3N2/P1PPPPPP/RN1QKBR1 w Qk - 0 7,3
rn2qbn1/1bppkp1r/1p4p1/p5Np/P5P1/1P1P1N2/1BP1PP1P/R2QKB1R b KQ - 1 13,3
rn1qkbnr/p1p1p1p1/bp1p3p/8/P2P1P2/2P1B3/1P4PP/RN1QKBNR w KQkq - 0 10,0
1nbqkb1r/1pppp1p1/3r1n1p/pP3pB1/3P4/4P2P/P1PK1PP1/RN1Q1BNR b k - 0 9,3
r2qkb1r/pbpp1ppp/4p3/1p2N1P1/1n5P/2NP2nB/PPP1PP2/R1BQK2R w KQkq - 2 9,3
r1b1kbnr/pp1p1p1p/2p1p3/6p1/QnP1P1Pq/2NP4/PP2N2P/1RBK1B1R w kq - 2 11,3
rnb1qknr/2ppp2p/7b/1Q3pp1/p1PPP3/P1N2P2/1P4PP/1RB1KBNR w K - 0 10,3
r1bq1b1r/2nkppp1/p6B/1p1p2N1/P1pP2R1/7P/1PP1PPP1/1N1QKB1R w K - 0 13,3
rnb1k3/pp1pqpbr/2p3p1/4p1p1/1P1P2P1/2P1n2P/P1QKPP2/RN3B1R w q - 0 12,3
rnbqkbr1/1p1ppp2/p4np1/7p/3p3P/N4P2/PPP1P1P1/1RBQKBNR w Kq - 2 8,0
rn1qk2r/ppp3bp/3p1np1/4pb2/P1PP1NP1/4PP1B/1P1Q3P/RNB1K2R b KQkq - 2 11,3
r2qkbr1/1bp2p1p/2nppnp1/1p2P3/p1P4Q/1P1P3N/P4PPP/RNB1KB1R w KQq - 2 13,3
1n2kbnr/rp1qppp1/2p1b2p/p2pN3/3P4/PQP3P1/1P2PPBP/RNB2K1R w k - 0 12,3
rnbqkb1r/1p2pppp/7n/p1pp4/2P2PP1/N6P/PP1PP3/R1BQKBNR w KQk - 1 7,0
r1b1kbr1/ppppq1pp/2n1pp2/8/2PP1P2/N5P1/PP1KP2P/R1B2BNR w q - 1 9,2
r1k2bnr/p2pq3/b5pp/1pp1pp1P/1nPB4/1P2PN2/P1QP1PP1/RN1K1B1R w - - 5 13,3
rnbq1bnr/pp1pk2p/2p1p3/5pp1/2P3PP/3P4/PP2PP1R/RNBQKBN1 w Q - 0 6,3
rnbq3r/1ppp3p/B3kpp1/p3pQ2/1b4P1/P1P1P2P/RP1P1P1R/1NB1K1N1 b - - 0 10,1
rn2kb1r/1p1bpqp1/p4p2/2pp1n1p/2PP4/Q3PP1P/PP2B1P1/RNB1K1NR b KQkq - 0 12,3
rn2kb1r/pppbp3/7n/P4ppp/R2p3P/3P1P1R/1PPQPKPq/1NB2BN1 w kq - 0 11,3
rn2kbn1/p2qp2r/Bp1p2pp/2p1Np2/1P2P1P1/N1P5/P2P1PRP/R1BQK3 b Qq - 0 12,3
1r1k1bnr/p1ppq3/bpn1p1pp/5pP1/P6P/N2R1N1R/1PPPPP2/2BQKB2 w - - 6 11,3
r1b1kbn1/pppp1p1r/2n4p/2q1p1p1/1P1P2P1/4BN1B/P1PKPP1P/RN1Q3R w q - 0 8,3
1rbq1bnr/ppppnppp/3k4/4p3/PPP1PPP1/8/3P3P/RNBQKBNR b K - 2 8,0
rnb2bnr/pp1kpp1p/3p4/2p3p1/2NP3q/P4P2/RPP1P2P/2BQKBNR w K - 4 8,1
rn1q1bnr/1b2p2p/ppppk3/6pP/P3PPp1/BP1P3R/2P3P1/RN2KBN1 b Q - 1 11,3
r1bqk1n1/pp2b3/n2pQp1r/P1p3pN/8/2P2P2/1P1PP1PP/RNB1KB1R b KQq - 0 11,3
r1bqkbnr/1pp1pppp/3p4/4n3/p2NP3/7P/PPPP1PP1/RNBQKB1R w KQkq - 1 6,0
r1bqkb1r/p1p1pp2/n7/1p1p2pp/1P1N2nP/PB2PP2/2PP2P1/RNBQK2R b KQkq - 0 9,3
rnbqkbnr/1p1pp2p/2p5/p4pp1/3P4/1PN5/PRP1PPPP/2BQKBNR w Kkq - 0 6,0
rNb1k1nr/p2p1ppp/1p3q2/2p3b1/4p3/P1N4P/1PPPPPP1/1RBQKB1R w Kkq - 1 9,3
r1bqkr2/ppppnppp/n7/4p3/P7/2b3PN/1P1PPP1P/RNBQKB1R w KQq - 0 7,0
r1bq1bnr/ppp5/3pk2p/4pppP/1nP1P1P1/B7/P2P1P2/RNQ1KBNR w KQ - 1 10,3
rnbqk1nr/ppp1p1bp/5p2/3p2p1/5PP1/1P6/P1PPP1BP/RNBQK1NR b KQkq - 4 6,3
rnbqkbnr/3pp3/R6p/1PP2pp1/2P3P1/8/1P1QPP1P/1NB1KBNR b Kkq - 0 8,3
rnb1kbnr/1pp1pp1p/6q1/p2p1Np1/8/P1PPP1P1/1P3P1P/RNBQKB1R b KQkq - 2 8,0
r2qkb1r/1ppnpppp/3p4/p6P/P2P2n1/N3P1Pb/1PP2P2/R1BQKBNR b KQkq - 0 7,3
rnb1kbnr/pp5p/2pp2p1/7q/3p1B2/N1P3PP/PPQ1PP2/2KR1BNR w kq - 0 10,3
rnbq1rk1/pppp1pp1/1b2pn2/7B/2P1PP2/3P4/PP1N2PP/R1BQK1NR w KQ - 1 8,3
r1b2b1r/3p2pp/np1pk2n/p3pq2/3P1PP1/2P5/PP2PK1P/R1B2BNR w - - 1 13,3
rnb2b1r/1p2qkpp/2pp1p1B/p4P2/P2Pp2N/N7/1PP1PPBP/R2QK1R1 b Q - 1 11,3
1nbqkbnr/2ppppp1/3r3Q/1p5p/p2P3P/8/PPPNPPP1/RNBK1B1R b k - 1 9,3
r2qkbnr/ppp1p2p/n2pbp2/6p1/PP4P1/7B/R1PPPP1P/1NBQK1NR w Kkq - 2 6,2
rn2k2r/p3np1p/bp4p1/2pQ2b1/5P2/2P1P1P1/PP1P1K1P/RNB2BNR w kq - 1 11,3
1rbqkb1r/p1p1n3/n2ppp1p/1p4P1/2P5/PP1PPP2/5KP1/RNBQ1BNR b k - 0 10,3
rnbqkb1r/1ppppppp/8/p4n2/Q4P2/P1P1P3/1P1PN1PP/RNB1KB1R b KQq - 1 6,0
r1bk1b1r/1pppqpp1/2n1pn2/p6p/1P4P1/P1N4N/2PPP2P/R1BQKB1R b KQ - 2 8,3
rnb1k1nr/pp1pq3/2p3pp/4ppP1/1PP2B2/P2P1N2/2Q1PbBP/RN3K1R b kq - 1 13,3
r2q1bnr/p1pkpp1p/n5p1/1N1p4/2pP4/4BPP1/PP2P1bP/2RQKBNR w K - 3 10,3
1nbqk1nr/1ppppp1p/4r2b/p5p1/2P5/NP5P/P2PPPP1/R1BQKBNR w KQk - 1 6,0
rnb1k2r/1p1p1pp1/2pb1n2/p1P4p/3P4/P4PP1/1P1P2QP/RNB1KBNR w KQkq - 0 13,0
r1bqkb2/1ppp1ppr/2n1pn2/p1N4p/5P2/1P4P1/P1PPP2P/RNBQKB1R b KQq - 0 7,0
rnbqk2r/3p2pp/1pp1B2n/p7/P2b1p2/2P1P3/1P2KPPP/R1BQN1NR b kq - 1 12,3
1n1qk1nr/1b1p3p/B2b2p1/p1P1p1pP/Pp2P2R/N4P2/1PP1N1P1/R1B1K3 b Qk - 2 13,3
rn1qkbnr/3bpp1p/pp1p2p1/8/6P1/7N/PPPPPPBP/R1BQK2R w KQkq - 0 7,2
rnb1kbnr/1p1pp2p/2q3p1/p1p2p1Q/5P2/N1PBP3/PP1P2PP/1RB1K1NR w Kkq - 0 9,3
rnbqk1r1/1p2bp1p/2p3pn/1PBpp3/p1P3P1/5P1N/P2PP2P/RNQ1KB1R w KQq - 1 12,3
rnb1qbnr/1p1kp2p/p2p2NB/2p5/4p1p1/3P2P1/PPP1PP1P/R2QKB1R w KQ - 0 11,3
rnbq1bnr/ppp2ppp/3p4/4k1P1/P3p2P/3P4/1PPNPP2/R1BQKBNR b KQ - 0 7,3
rn1qkbnr/p1pb1p1p/1p1pp1p1/1NP5/5P2/8/PPQPP1PP/R1B1KBNR w KQq - 1 12,3
r1bqkb2/p1pp2r1/np2pn1p/5pB1/2P5/P1NP2P1/1PQ1PP1P/R2K1BNR w q - 0 12,3
r2qkbnr/4pppp/n1ppN3/pp3P2/4P3/3P4/PPP3PP/R1BQKBNR b KQkq - 0 8,3
r1bk3r/3q1ppp/npp2n2/p1bPp3/2PP1P2/3QB2P/PP4PR/RN2KBN1 w Q - 3 11,3
r1b1k2r/pp1pb2p/n1p2np1/q3p3/3PNp1P/1PPRQP2/P3P1P1/R1B1KBN1 b Qkq - 0 13,3
rnb1k1nr/ppqpb2p/4p1p1/5p2/2pPP1P1/3B1N1P/PPP2P2/RNBQ1K1R b kq - 1 10,3
rnbqk1nr/pppp2p1/8/4pp1p/3P1P2/bP6/P1PBP1PP/RN1QKBNR w KQkq - 1 6,3
r1b1kb1r/1pppq3/2n1p2n/5ppp/p5PP/P2P1P1B/1PP1P3/RNBQK1NR w kq - 4 10,3
rnbqk2r/p2pbp1p/2p5/1p4p1/Q1P1p1Pn/2N1PP1P/PP1PN1B1/1RB1K2R w Kkq - 0 13,3
rnb1kb1r/ppppqppp/4p2B/8/6n1/2PP2P1/PP1KPPBP/RN1Q2NR w kq - 4 7,3
rnb1kbnr/p1pqpppp/1p6/8/3p2PP/P1N1PN2/1PPP1P2/R1BQKB1R w KQkq - 1 7,3
r1bq2nr/p2p1kbp/np6/P3ppp1/1p5P/2P1P3/R1QP1PP1/1NBK1BNR b - - 0 11,3
r2qkbnr/ppp1ppp1/2n5/3p3p/5P2/1P5P/P1PPPN1P/RNBQKB1R w KQkq - 1 6,0
rnb1k1nr/3pqp2/p2bp1pp/1Pp5/R2P3N/5P2/1PP1P1PP/1NBQKBR1 w kq - 0 10,3
r1bqkb2/pp1ppppr/n7/2p5/PP2n1p1/2PP3N/3B1P1P/RN1QKB1R b KQq - 2 8,3
Nnbqkbn1/rppppp2/p1r5/7p/1P1P2p1/4P1PP/P1P1QP2/R1B1KBNR b KQ - 0 10,3
r2q2n1/p1pbkpbr/2n1p2p/1p1p2pP/Q1P2B2/3P2P1/PP2PPB1/RN2K1NR b KQ - 9 11,3
rnbqk1nr/1p2pp2/p1p4b/3p2pp/3P4/P5PP/1PPKPP1R/RNBQ1BN1 w kq - 0 7,0
rnbqk3/p4p1r/1pp3pn/3pp3/PbP3QP/B2BPN2/3P1PP1/RN2K2R b KQq - 2 10,3
rnbqk1nr/pp1pp1b1/6p1/2p2p1p/7P/4PN2/PPPPKPP1/RNBQ1B1R w kq - 0 6,0
rnbqk2r/1p1p1p2/p1p2n2/4p1pp/1b2PPP1/B2B1N2/P1PP3P/RN1Q1K1R b - - 1 13,3
rnbqk1nr/p1pp1p1p/1N2p2b/6p1/2P1P1P1/3Q4/PP1P1P1P/R1B1KBNR b KQkq - 1 8,3
1nb1k1nr/3pp1bp/rqp2p1p/pp6/1PN5/P2P4/2PQPPPP/2RK1BNR b k - 2 11,3
r1bq1bnr/pppp1pp1/7p/3kp3/Pn1P3P/2PQ1PPB/4P3/RNB1K1NR w KQ - 0 11,3
rnbqkb1r/1pp1p1pp/3p1Q2/p4n2/1P2P3/5N2/P1PP1PPP/RNB1KB1R w KQkq - 0 6,3
r3kbnr/p1p1pp2/n5p1/1p3b1P/2Pp1q2/PP1N4/R1QPPP1P/1NB1KB1R w Kkq - 2 11,3
rnb1kb1r/p2p4/1qp1pnp1/1p4N1/1P2Pp2/6p1/P1PPKP1P/RNB1QB1R w kq - 2 13,3
r1bqk1nr/2p1p2p/2np3b/1p4p1/p3P3/PBP3PP/1P1PQP1R/R1B1K1N1 b Qkq - 0 12,3
rn1q2n1/p1p2kp1/bp1p2r1/2b1pP1p/P5PP/1PP5/3P1P2/RNBK1BNR b - - 0 13,3
r2qkbnr/pppb3p/4p1p1/3p1p2/1P1n1PP1/2NPB2P/P1PKP3/R2Q1BNR b kq - 4 8,3
1rbqkbnr/p1p1pp2/2n5/1p1p3p/P7/1PB3PN/2PPPP1P/RN1QKB1R b KQk - 1 7,3
rn1qkbnr/3bB1p1/p1p4p/1p1p1p2/PP1P4/5P1P/R1P1P1P1/1N1QKBNR b Kkq - 0 12,3
1q2kb1r/npp1pppp/2rp3n/p1P2b2/3B4/1P1P3P/P3PPPN/RN1QKB1R w KQk - 3 10,3
rnb1kb1r/1p6/p1pp2pn/5p2/1B1P1pqp/2N5/PPP1P1BP/R1Q2RK1 b kq - 1 13,3
rnbqkbnr/1pp1p3/5pp1/p2p3p/1P1PP3/6PP/P1P2P2/RNBQKBNR w KQkq - 0 7,3
r1bqk2r/ppp1ppbp/n5pn/3p4/2PP3P/4R3/PP2PPP1/RNBQKBN1 w Qkq - 1 6,3
r1b1kbr1/p1q1pp1p/2p2nQ1/1p4B1/1n1p4/N1PP4/PR2PPPP/4KBNR w Kq - 1 13,3
rnbqkbnr/2pppp2/1p6/p5pp/5PP1/P1P1P3/1P1P3P/RNBQKBNR w KQkq - 2 9,3
rn2k1nr/1b1p1p1p/2p1P1p1/ppb5/1P2P1Pq/1N3N2/P1P2P1P/R1BQKB1R b KQkq - 0 9,3
r2qk2r/pbpp1ppp/n4n2/1p2p3/Q1P1P3/b4P1P/PPKP2P1/RNB2BNR b kq - 0 7,3
r1b1k2r/p1qpppbp/np4pn/8/2N4P/1P3P2/P1PPP1PB/1R1QKBNR b Kkq - 2 9,3
rn1qkbnr/p1p1ppp1/8/1b6/6p1/3B4/PPPP1P1P/RNBQK1NR w KQkq - 3 7,3
r1bk1b1r/pp1nppp1/3p1n1p/P1P5/1Q4q1/2P2P1N/1P2PKPP/RNB2B1R w - - 0 11,3
1rbqkbnr/pppp2pp/5p2/n3N3/3P3P/2P3PB/PP2PP1R/RNBQK3 b Qk - 1 8,0
r1b1qbr1/1p2kppp/2n1pn2/Q1pp4/8/1P1P2PN/PBP1PP1P/RN2KB1R w KQ - 0 11,3
r1b2bnr/pppqpk2/3pp2p/6p1/3PP3/1n3NP1/PPP2P1P/RNB1KB1R b KQ - 0 10,3
r1b1kb1r/ppppq1pp/2n5/4pp2/NPn2N2/P7/RBPPPPPP/3QKB1R b Kkq - 3 10,3
r1bq1bnr/pp1np2p/5k2/2ppNpp1/N7/2P1P1PB/PP1P1P1P/R1BQK2R w KQ - 0 11,3
rn1qkb2/p1p1ppp1/5n1r/1p1P1b1p/P3P3/7N/1P1PQPPP/RNB1KB1R w KQq - 1 8,3
1nbqkb1r/3p1ppp/rpp1pn2/p7/P6P/N4PP1/1PPPP1B1/R1BQK1NR w KQk - 0 7,0
rnq1kb1r/2p1pp1p/Q2p2pn/1p1P4/2P5/4PbP1/PP3P1P/RNB1KBNR b KQkq - 0 9,3
