fen,is_tactical
rn1qkbnr/1b1pppp1/ppp4p/1PP5/Q7/4P3/P2P1PPP/RNB1KBNR b KQkq - 0 6,1
rn1qkbnr/ppp1pppp/8/3p4/2P2Bb1/1P1P4/P3PPPP/RN1QKBNR w KQkq - 2 5,0
rnbqkbnr/2p1pppp/1p6/p2p4/7P/2P2P2/PP1PP1P1/RNBQKBNR w KQkq - 0 4,0
rn1qkb1r/p1pppp1p/b5pn/1p6/1PP5/P6P/3PPPP1/RNBQKBNR b KQkq - 0 5,0
r1b1kbnr/ppp2pp1/n2pp2p/8/8/3P1P1N/PPP1PKPP/RNqQ1B1R w kq - 0 7,1
r1b1kbnr/1pppnp1p/5q2/p3pPp1/3PP1P1/8/PPP4P/RNBQKBNR w KQkq - 1 7,1
rnbqkbnr/1pp1p1pp/8/p2p1p2/3PP3/8/PPPQ1PPP/RNBK1BNR b kq - 0 5,1
rnbqkbnr/1ppp1ppp/8/p3p3/2P3P1/8/PP1PPPBP/RNBQK1NR b KQkq - 1 3,0
1rbqkbnr/pppppp1p/n5p1/8/1P6/P4P2/R1PPP1PP/1NBQKBNR b Kk - 0 4,0
r2qkbnr/ppp1ppp1/2np4/4Nb1p/P6P/2N5/1PPPPPP1/R1BQKB1R b KQkq - 4 6,1
r1bqkbnr/ppppp1pp/n4p2/8/8/4P1PN/PPPP1P1P/RNBQKB1R b KQkq - 2 3,0
rnbqkb1r/1ppppppp/8/5n2/Q1P2P2/3P4/PP2P1PP/RNB1KBNR w KQk - 1 7,1
r1bqkbnr/p1ppp1pp/5p2/1p6/1n4P1/3PP3/PPPK1P1P/RNBQ1BNR w kq - 3 5,0
rnbqk1nr/pppp2pp/3b4/4pp2/R7/1PN2P2/2PPP1PP/2BQKBNR b Kkq - 3 5,1
rnbqk1nr/p1ppb1pp/1p2pp2/P7/5P2/1P5P/2PPP1P1/RNBQKBNR b KQkq - 0 5,1
rnbqkbnr/1pppp3/p4ppp/6N1/8/P7/1PPPPPPP/RNBQKBR1 w Qkq - 0 5,0
r1bqkbnr/ppppp2p/2n3p1/5p2/5P2/2N4P/PPPPP1P1/R1BQKBNR w KQkq - 1 4,0
rnbqkbnr/ppp1p1p1/3p3p/4Np2/3P4/8/PPP1PPPP/RNBQKB1R w KQkq - 0 4,1
rnbqkbnr/pppp1pp1/4p3/8/7p/P5P1/1PPPPPBP/RNBQK1NR w KQkq - 0 4,0
rnbqkbn1/1pp1p1pr/p4p2/3p3p/2PP1P2/PQ3N2/1P2P1PP/RNB1KB1R b KQq - 1 6,1
rnbq1b1r/ppppk1p1/8/5p1p/4n3/2P3PN/PP1PPP1P/RNB1KB1R w KQ - 0 7,1
rnbqkbnr/1p2pppp/3p4/p1p5/P3P1P1/8/1PPP1P1P/RNBQKBNR w KQkq - 0 4,0
rnbqkbnr/p1p1pppp/3p4/1p6/4P3/P2P4/1PP2PPP/RNBQKBNR b KQkq - 0 3,0
r1b1kbnr/ppqpppp1/8/4n2p/8/5P2/PPPPP1PP/R1BQKBNR w KQkq - 0 5,1
rnbqkb1r/ppp1ppp1/3p1n1p/8/4P3/N1P5/PP1P1PPP/R1BQKBNR w KQkq - 0 4,0
rnbqkb1r/p1pppppp/1p3n2/8/2P5/P4P2/1P1PP1PP/RNBQKBNR b KQkq - 0 3,0
rnbqkbnr/pppp2pp/4p3/5p2/8/4P3/PPPP1PPP/RNBQKBNR b KQkq - 1 3,0
rnb1kbnr/1pq1p1pp/p1ppB3/5p1P/4P3/P7/1PPP1PP1/RNBQK1NR b KQkq - 0 6,1
rnbq1bnr/p1pppkpp/5p2/1p1N4/6Q1/4P3/PPPP1PPP/R1B1KBNR b KQ - 3 4,0
rnbqkbnr/p1pp2pp/1p2p3/8/5pP1/NP3P1P/P1PPP3/R1BQKBNR b KQkq - 0 5,0
1nbqkb1r/rp1ppppp/2p4B/p4P2/3P4/3Q3P/PPP1P1P1/RN2KBNR b KQk - 0 6,1
rn1q1b1r/pppkpppp/5nb1/3p4/P3PP2/5N2/RPPP1KPP/1NBQ1B1R b - - 0 6,1
rnbqkbnr/pppppppp/8/8/1P5P/P7/2PPPPP1/RNBQKBNR b KQkq - 0 3,0
rnbqkbnr/p3pppp/2p5/1p1p4/3P4/1P3P1P/P1P1P1P1/RNBQKBNR b KQkq - 0 4,1
r1bqkbnr/pppnppp1/7p/1Q1p4/5P2/4P3/PPPP2PP/RNB1KBNR b KQkq - 0 4,1
rnbqkbnr/1ppppp2/7p/6p1/8/P1N2N1P/2pPPPP1/1RBQKB1R w Kkq - 0 7,0
r1bqkbnr/p1p1pppp/8/1pnp4/5NP1/4P3/PPPP1P1P/RNBQKB1R w KQkq - 1 5,1
rnbqkb1r/ppppppp1/7p/8/4n3/NQP3P1/PP1PPP1P/R1B1KBNR b KQkq - 2 4,0
rnbqkbnr/ppp1pppp/8/3p4/5P2/8/PPPPPNPP/RNBQKB1R b KQkq - 1 3,0
r2qkbnr/1ppnp1pp/p2pbp2/1N6/3P4/2Q5/PPP1PPPP/1RB1KBNR b Kkq - 3 6,1
rnb1kbnr/p1pq1p2/3pp2p/1p4p1/3PN1P1/6Q1/PPP1PP1P/R1B1KBNR w KQkq - 2 7,0
1nbqkbnr/1pp1pppp/r2p4/p7/1P1P2P1/7B/P1P1PP1P/RNBQK1NR b KQk - 0 4,1
r1bqkbnr/ppp1p1pp/nN1p4/5p2/8/1P6/P1PPPPPP/R1BQKBNR b KQkq - 1 4,1
r1bq2nr/ppppbkpp/2n5/4pp2/2P3P1/NP3P2/P2PP2P/R1BQKBNR b KQ - 0 6,0
1nbqkbnr/rppppppp/8/p7/2P1P3/7N/PP1P1PPP/RNBQKB1R w KQk - 3 4,1
rnbqkbnr/pp1pppp1/2p5/7p/8/P1N5/1PPPPPPP/1RBQKBNR b Kkq - 0 3,0
rnbqkbnr/p1ppppp1/1p5p/8/P7/2N4P/1PPPPPP1/R1BQKBNR b KQkq - 1 3,0
rnbqkb1r/ppppp1pp/7n/5p2/8/2NPB3/PPP1PPPP/R2QKBNR b KQkq - 1 3,0
r1bqkb1r/p1ppp1pp/n7/1p3p2/1n6/2P2PPP/PPQPP2R/RNB1KBN1 w Qkq - 2 7,1
rnbqk1nr/1ppp2pp/4p3/p3p3/8/b1P5/PP1PPPPP/RNB1KBNR w KQkq - 0 5,1
rnbqkbr1/p1p1p1pp/7n/1p1p1p2/1P5P/NN6/P1PPPPP1/R1BQKB1R b KQq - 1 6,0
rnbqkbnr/p1p1pppp/3p4/1p6/4P3/P1N5/1PPP1PPP/R1BQKBNR b KQkq - 0 3,0
r1bqkbnr/1ppppppp/8/p1n5/4PPPP/8/PPPP4/RNBQKBNR b KQkq - 0 4,1
r1bqkbnr/pppppppp/8/n4P2/8/1P6/P1PPP1PP/RNBQKBNR b KQkq - 0 3,1
r1bqkb1r/pppppppp/2n4n/8/2B5/2P1PP2/PPQP2PP/RNB1K1NR b KQkq - 4 5,0
rnbqkbnr/pp1p2pp/2p1pp2/8/1PP5/3P3N/P3PPPP/RNBQKB1R b KQkq - 0 4,1
rnb1kbnr/1pppqppp/p7/4p3/4P3/3B1N2/PPPP1PPP/RNBQK2R b KQkq - 1 5,0
rnbqkbnr/ppppp2p/5p2/6p1/4P1Q1/8/PPPPBPPP/RNB1K1NR b KQkq - 1 3,1
r1bqkbnr/ppp1pppp/2n5/3p4/6P1/P1N5/1PPPPP1P/R1BQKBNR b KQkq - 0 3,1
rnb1kbnr/1p1pp2p/p1p3p1/q4p2/8/Q1P1P2P/PP1P1PP1/RNB1KBNR w KQkq - 2 6,1
rnbqkb1r/ppppppp1/5n2/7p/8/P1N3P1/1PPPPP1P/R1BQKBNR b KQkq - 0 3,0
rnbqkbnr/p1ppp3/1p4pp/5p2/P4P2/2P5/1P1PPNPP/RNBQKB1R b KQkq - 1 5,0
r2qkb1r/p1pppppp/b1n4n/1p6/3P2PN/7B/PPP1PP1P/RNBQK2R b KQkq - 5 5,0
r1bqkbnr/ppn1pp1p/6p1/2pp4/2B1P3/P4PPP/1PPP4/RNBQK1NR b KQkq - 2 6,1
rnbqkbnr/1ppp2p1/4pp1B/p6p/3N4/3P4/PPP1PPPP/RN1QKBR1 b Qkq - 1 5,1
rnbqkbnr/p2ppp2/2p3p1/1p5p/7P/N2P4/PPP1PPP1/1RBQKBNR w Kkq - 0 5,0
rnbqk1nr/pppp1ppp/3bp3/8/P7/5P1P/1PPPP1P1/RNBQKBNR b KQkq - 0 3,0
rnbqkbnr/ppppp1p1/B4p1p/8/4P2P/8/PPPP1PP1/RNBQK1NR b KQkq - 1 3,1
rnb1k1nr/pppp1ppp/3b4/4p1q1/6P1/3P4/PPPBPP1P/RN1QKBNR w KQkq - 3 4,1
rnbqkbnr/p1pp1ppp/4p3/1p6/1P3P2/8/P1PPP1PP/RNBQKBNR b KQkq - 0 3,1
rn2kb1r/ppq1pppp/2pp1n2/8/P5b1/2PPP2P/1P3PP1/RNBQKBNR w KQkq - 1 6,1
rnb1kbnr/pp2pp1p/2pp4/6p1/4N3/3PBN1q/PPP1PPPP/R2QKB1R w KQkq - 4 6,1
rnbqk1nr/1pp1p1bp/3p1p2/P5p1/P7/8/RBPPPPPP/1N1QKBNR b Kkq - 0 6,0
rnbqkb1r/ppp1p1pp/3p3n/5p2/5P2/BP6/P1PPP1PP/RN1QKBNR b KQkq - 2 4,0
rnbqkbnr/pppp1ppp/8/4p3/1P6/4P2N/P1PP1PPP/RNBQKB1R w KQ - 1 4,0
rnbqkb1r/ppp1pppp/5n2/3p4/8/2N2N1P/PPPPPPP1/R1BQKB1R w KQkq - 0 4,0
rnbqk1nr/pppp2pp/4pp2/7P/3P1b2/3Q4/PPP1PPP1/RN2KBNR b KQkq - 1 5,1
1rbqkbnr/ppppppp1/7p/8/3nP3/7P/PPP2PPR/RNBQKBN1 w Qk - 0 5,1
rn2kbnr/pp1bppp1/3p3B/q1p5/6PP/3P3N/PPP1PP2/RN1QKB1R w KQkq - 3 6,1
rnbqkbnr/1p1pp1pp/p7/2p2p2/1P3N2/8/P1PPPPPP/RNBQKB1R b KQkq - 1 4,0
1nbqkb1r/r1pp2pp/p3pp1n/1p5N/8/P2P4/1PP1PPPP/R1BQKBNR w KQk - 0 7,1
rnbqkbnr/pp2ppp1/3p3p/8/2p2PP1/3P4/PPP1P2P/RNBQKBNR w KQkq - 0 5,0
1rbqkb1r/ppnppp1p/5np1/2p5/1P1P4/4PN2/P1P1KPPP/RNBQ1BR1 w k - 1 7,0
rn1qkb1r/pbpp1ppp/1p3n2/4p3/2P5/2N4N/PP1PPPPP/1RBQKB1R w Kkq - 0 5,0
rnbqkbnr/2ppp3/Bp4pp/5p1Q/4P2P/8/PPPP1PP1/RNB1K1NR w KQkq - 0 6,0
1nbqkbnr/rppppp1p/7p/p7/3P2P1/8/PPP1PP1P/RN1QKBNR w KQk - 1 4,1
rnbqkbnr/ppp1p1pp/8/3p1p2/8/N1P4N/PP1PPPPP/R1BQKB1R b KQkq - 1 3,0
r1bqkbnr/ppp1p1pp/3p4/n1P2p2/3P1B2/3Q4/PP2PPPP/RN2KBNR b KQkq - 0 5,0
rn1qkbnr/p1ppp1pp/5p2/1p1b4/3P4/1P3P2/P1P1PKPP/RNBQ1BNR w kq - 1 5,1
r1bqkb1r/p1pppppp/1pn4n/8/2P1P3/5N2/PP1P1PPP/RNBQKB1R w KQkq - 2 4,1
rnbqk1nr/pp1pbpp1/8/2p1p2p/2P5/3P3N/PP1QPPPP/RNB1KB1R w KQkq - 2 5,0
rnbqkbnr/pp2pppp/2p5/3p4/2N3P1/8/PPPPPP1P/R1BQKBNR b KQkq - 1 3,1
r1bqkb1r/pppp1ppp/2n5/P3pn2/8/1P1P4/2P1PPPP/RNBQKBNR w KQkq - 1 5,0
r1bqkbnr/1pp1p1pp/2n2p2/p7/2PpP1P1/N6B/PP1P1P1P/R1BQK1NR w KQkq - 0 6,1
rnbqkbnr/p1pp2p1/1p2pp2/7p/8/N2P4/PPP1PPPP/R1BQKBNR w KQkq - 0 5,0
1rbqkbnr/pB1pp1p1/7p/2p5/4Pp2/N7/PPPP1PPP/R1BQK1NR w KQk - 0 7,0
rnb1kbnr/pp1pp1pp/1q3p2/2p3B1/1P1P4/P5P1/R1P1PP1P/1N1QKBNR b Kkq - 2 6,1
rnbqk2r/pppp1ppp/4pn2/8/1bP5/3P1P2/PP2P1PP/RNBQKBNR w KQkq - 1 4,1
rn1qkbnr/pb1ppp1p/2p3p1/1B6/4PP2/8/PPPPK1PP/RNBQ2NR b kq - 2 5,1
rnbqkbnr/ppp1pp2/6p1/7p/1P1pP2P/5N2/P1PP1PP1/RNBQKB1R w KQkq - 0 5,0
1nbqkbnr/rpp1pppp/p2p4/6B1/8/3P4/PPPQPPPP/RN2KBNR b KQk - 3 4,0
rnbqkbnr/p1pp1p1p/8/1p2p1p1/4P1P1/1P6/P1PP1P1P/RNBQKBNR w KQkq - 0 4,1
rnbqkb1r/pppppp1p/5n2/6p1/2PP1B2/8/PP2PPPP/RN1QKBNR b KQkq - 2 3,1
rnbqkbnr/1pp1pp1p/6p1/8/1pp1P3/5P2/PP1P2PP/RNB1KBNR b KQkq - 0 6,1
rnbqkb1r/ppp1ppp1/7n/3p3p/6PP/1PP5/P2PPP2/RNBQKBNR b KQkq - 0 4,1
r1bqkbnr/1pp1p1p1/2np1p2/p2P3p/6P1/1P3N2/P1P1PP1P/RNBQKBR1 b Qkq - 0 6,0
rnbqkbnr/pp2pppp/3p4/2p5/6P1/P4N2/1PPPPP1P/RNBQKB1R b KQkq - 1 3,1
rnbqk2r/ppppppbp/5n2/6p1/5P2/7P/PPPPPKP1/RNBQ1BNR w kq - 3 4,1
rnbqkb1r/pppp1p1p/4p2n/6p1/1Q6/4P3/PPPP1PPP/RNB1KBNR w KQkq - 0 4,0
rnbqkb1r/p2ppppp/1p3n2/8/2p2P2/7P/PPPPP1PR/RNBQKBN1 b Qkq - 1 5,1
rnbqkbnr/ppp1p1pp/3p4/5p2/2P5/4P3/PPQP1PPP/RNB1KBNR b KQkq - 0 3,0
rnbq1bnr/p3kppQ/1p6/2ppp3/P1P1P3/8/1P1P1PPP/RNB1KBNR b KQ - 0 6,1
rnbqkb1r/ppppppp1/5n1p/8/2P5/5N1P/PP1PPPP1/RNBQKB1R b KQkq - 2 3,0
rnbqkb1r/3pn1pp/1p3p2/p1p1p3/Q1P1P3/5N2/PPBP1PPP/RNB1K2R w KQkq - 0 7,0
rnbqkbnr/1pp1pp1p/6p1/p2p4/7P/P5P1/1PPPPP2/RNBQKBNR w KQkq - 0 4,0
rnbqkb1r/p1p1pppp/1p1p1n2/8/1P2P3/2N5/P1PP1PPP/R1BQKBNR w KQkq - 0 4,0
rnq1kbnr/N1pppppp/bp6/8/8/8/PPPPPPPP/R1BQKBNR w KQkq - 1 4,1
r1bqkbnr/pppp1ppp/2n5/4p3/2P5/1PN5/P2PPPPP/R1BQKBNR b KQkq - 1 3,0
rnbqkb1r/pp1ppppp/5n2/2p5/8/P3PN1P/1PPP1PP1/RNBQKB1R b KQkq - 0 4,0
r1bqkb1r/p1pp2p1/1pn1pn2/5p1p/P7/BP1PP1P1/2P2P1P/RN1QKBNR w KQkq - 0 7,0
rnbqkbnr/3pppp1/1p5p/p1p5/3P4/P1N4P/1PP1PPP1/R1BQKBNR w KQkq - 0 5,1
rnbq1b1r/ppppkppp/4p2n/1Q6/8/2P5/PP1PPPPP/RNBK1BNR b - - 3 4,0
r1bqkbnr/p1ppppp1/1pn5/7p/6P1/7N/PPPPPPBP/RNBQK2R w KQkq - 0 4,0
rnbqkb1r/1ppppppp/p7/8/4n3/4P3/PPPPNPPP/RNBQKB1R b KQkq - 4 4,0
r1bqkbnr/1ppp1ppp/p3p3/5P2/8/8/PBQPP1PP/RN2KBNR b KQkq - 0 6,1
rn1qkbnr/p2ppppp/bpp5/8/3P1P2/2N1B3/PPP1P1PP/R2QKBNR b KQkq - 2 4,0
rnbqkbnr/pp2pppp/2p5/3p4/3P4/2N5/PPP1PPPP/1RBQKBNR b Kkq - 0 3,0
rnbqkbnr/p2pp3/2p3p1/1p3p2/1P2P1p1/2N4N/P1PP1P1P/R1BQKB1R w KQkq - 0 7,0
rnbqkb1r/pppp1n1p/5p2/4p1p1/2P4P/5N1R/PP1PPPP1/RNBQKB2 w Qkq - 4 6,0
rnb1kbnr/pp1pp2p/1qp3p1/8/1PP1PpP1/3B4/P2P1P1P/RNBQK1NR w KQkq - 2 6,1
rnbqkbnr/pp1p1p1p/2p5/4p1p1/P7/3PB3/1PP1PPPP/RN1QKBNR w KQkq - 0 5,0
r1bqkbnr/pp4pp/n7/2pppp2/6Q1/1P2P2P/PBPP1PP1/RN2KBNR b KQkq - 0 6,1
r1bqk1nr/pppppp2/n6p/4b3/6PP/8/PPPPPKP1/RNB1QBNR w kq - 3 7,0
rnbqkb1r/pp2pppp/3p3n/2p5/7P/3P4/PPPBPPP1/RN1QKBNR w KQkq - 2 4,0
r1bqkbnr/ppp1pppp/2n5/3p4/P4P2/4P1P1/1PPP2BP/RNBQK1NR b KQkq - 2 5,0
r1bqkbr1/pp1ppp1p/n1p2n2/6p1/QPP2P2/7P/P2PP1P1/RNB1KBNR b KQq - 0 6,1
rnbqkbnr/p2ppp2/1p6/2p3pp/4P3/N6N/PPPP1PPP/R1BQKB1R b KQkq - 0 5,0
r1bqkbr1/ppppp1pp/n6n/5p2/2P3P1/3P1P1N/PP2P2P/RNBQKB1R b KQq - 0 5,0
rnb1kb1r/pp1p1ppp/5q2/2p1p3/P5n1/1P3P2/1BPPPKPP/RN1Q1BNR w kq - 3 6,1
rnbqkbnr/1p1pppp1/2p5/p6p/4P3/3P4/PPP2PPP/RNBQKBNR b KQkq - 0 4,0
r1bqk1nr/p1ppp1bp/np6/5pp1/5P2/1P1P2PP/P1P1P3/RNBQKBNR w KQkq - 1 6,0
rn1qkbnr/pp2pppp/8/2pb4/8/4P3/PPPPQP1P/R1B1KBNR w KQkq - 0 6,1
rnbqkb1r/p1p1pppp/1p1p1n2/8/7P/3PP1P1/PPP2P2/RNBQKBNR b KQkq - 0 4,0
r1bqkbr1/ppppppp1/n7/5n1p/1P3P2/B5PN/P1PPPK1P/RN1Q1B1R b q - 1 6,0
r1bqkbnr/1ppppp1p/p1n3p1/8/P3P2P/8/1PPP1PP1/RNBQKBNR w KQkq - 1 4,0
rnbqkbnr/p1p2pp1/1p1p4/4p2p/6P1/3P1P1N/PPPQP2P/RNB1KB1R b KQkq - 1 5,1
rn1qkbnr/p1ppp1pp/b7/1p3p1N/1P4P1/8/P1PPPP1P/RNBQKB1R b KQkq - 3 6,0
rnbqk1nr/p1ppppb1/1p6/6pp/2NP4/4PP2/PPP3PP/R1BQKBNR b KQkq - 0 5,0
rnbqkbnr/pp1p1p1p/4p3/2p3p1/1P1B4/7N/P1PPPPPP/RN1QKB1R b KQkq - 1 4,1
rnbqkb1r/pppppppp/8/8/5Pn1/1P5P/P1PPP1P1/RNBQKBNR b KQkq - 0 3,0
rnbqkbnr/pppppp2/6pp/8/8/1PP4P/P2PPPP1/RNBQKBNR b KQkq - 0 3,0
rnbqkbnr/2ppppp1/B7/pp5p/4P3/N7/PPPP1PPP/R1BQK1NR w KQkq - 0 4,1
r1bqkbnr/ppp1p1pp/n2p4/5p2/7P/P2P4/1PPNPPP1/R1BQKBNR b KQkq - 1 4,0
rnbqkbnr/p1pp1p1p/8/4p1p1/2p5/2N3P1/PP1PPP1P/1RBQKBNR w Kkq - 0 5,1
rnbqkb1r/pppppp1p/5n2/6p1/2P5/4P2N/PP1P1PPP/RNBQKB1R b KQkq - 0 3,0
rnbqkbnr/p1p1pppp/1p6/3p4/8/1P1PB2P/P1P1PPP1/RN1QKBNR w KQkq - 2 5,0
r1bqk1nr/ppppppbp/n7/6p1/2P2P2/5N1P/PP1PP1P1/RNBQKB1R b KQkq - 2 4,0
rnbqkbnr/2p1p1pp/pp3p2/3p1Q2/8/2N1P3/PPPP1PPP/R1B1KBNR w KQkq - 0 5,1
rnb1kb1r/p1p1pppp/2q4n/1p1p4/1PP2N2/3P4/P2QPPPP/RNB1KB1R b KQkq - 2 6,0
rnbqkb1r/2pp1p1p/1p3np1/p3p3/P6P/1PN3P1/R1PPPP2/2BQKBNR b Kkq - 0 6,1
r1bqkbnr/1ppp1ppp/p1n5/4p3/P2P4/7P/1PP1PPP1/RNBQKBNR w KQkq - 1 4,0
rnbqkbnr/p1p1pppp/3p4/1p6/8/1P4PP/P1PPPP2/RNBQKBNR b KQkq - 0 3,0
rnbqkbnr/p1p1pp1p/6p1/1p1p4/4N3/7P/PPPPPPP1/R1BQKBNR w KQkq - 0 4,0
rnbqkbnr/pp1ppp1p/2p3p1/8/3N1P2/1P6/P1PPP1PP/RNBQKB1R w KQkq - 0 5,0
r1b1kbnr/ppp2pp1/3qp2p/3p4/2Pn2P1/P7/1P1PPP1P/RNBQKBNR w KQkq - 1 7,0
r1bqkbnr/2pppppp/p1n5/1N6/2P5/7P/PP1PPPP1/R1BQKBNR b KQkq - 0 4,1
rnbqkbnr/p2p1p1p/4p3/1Pp3p1/3P4/N6P/1PP1PPP1/R1BQKBNR b KQkq - 1 5,1
rnbqkbnr/pppp2p1/4pp1p/8/PP6/2P5/R2PPPPP/1NBQKBNR b Kkq - 1 4,0
rn1qkbnr/ppp1pppp/8/8/P2p4/2P4b/1P1PPPP1/RNBQKBNR w KQkq - 0 4,1
r1bqk1nr/pppp2pp/n3p3/2b2p2/P1P2P2/R7/1P1PP1PP/1NBQKBNR w Kkq - 0 5,0
rnbqkb1r/ppppp1pp/5p2/8/6n1/1P6/P1PPPPPP/RNBQKBNR w KQkq - 0 4,1
rnbqkbnr/1p2pppp/p1pp4/8/8/1PN3P1/PBPPPP1P/R2QKBNR b KQkq - 1 4,0
r1bqkbr1/pppppppp/2n4n/8/P4P2/1P6/2PPP1PP/RNBQKBNR w KQq - 1 4,0
rn1qkbn1/pbppppp1/7r/1p6/PP3P1p/8/2PPPKPP/RNBQ1BNR w q - 2 7,0
rnbqkb1r/pp3ppp/3p1n2/2p1p3/3P4/PQ5N/1PP1PPPP/RNB1KB1R b KQkq - 1 5,1
rnbqkb1r/p1pp1pp1/8/1p2p2p/1P6/2nPPB2/P1PQ1PPP/RNB1K1NR w KQkq - 0 7,1
r1bqkbnr/2pp1pp1/1p2p2p/p7/2Pn4/4Q3/PP1PPPPP/RNB1KBNR w KQkq - 0 7,1
rnbqkb1r/pp1pnppp/8/2p5/2P1pPP1/5N1P/PP1PP3/RNBQKB1R b KQkq - 0 5,1
rnbqkbnr/2pppp1p/1p6/P5p1/6PP/2P5/P2PPP2/RNBQKBNR w KQkq - 0 6,1
rnbqkb1r/pp1ppp1p/5np1/2p5/4P3/2P4P/PP1P1PP1/RNBQKBNR w KQkq - 0 4,0
1nbqkbnr/1Qp3pp/3p4/p3pp2/4PP2/8/PPPP2PP/RNB1KBNR w KQk - 0 6,1
r1bqkbnr/2p1ppp1/B1n5/pp1p3p/1PP1P3/P7/3P1PPP/RNBQK1NR b KQkq - 0 6,1
rnbqkb1r/1ppppppp/7n/p7/P1P5/N6N/1P1PPPPP/R1BQKB1R w KQkq - 0 5,0
rnbqk2r/1pppnppp/p3p3/7Q/N7/4P3/PPPb1PPP/R1BK1BNR w kq - 0 6,1
rnbqkbnr/1ppppp1p/8/p5p1/P6P/8/1PPPPPPR/RNBQKBN1 b Qkq - 1 3,0
rnbqkb1r/pp1ppppp/5n2/2p5/8/Q1P5/PP1PPPPP/RNB1KBNR w KQkq - 6 5,0
rnbqkb1r/ppppppp1/8/6Bn/7p/P2P4/1PP1PPPP/RN1QKBNR b KQkq - 2 5,0
1nbqkbnr/2pppppp/r7/pp6/1P1P4/N4N2/P1PQPPPP/R1B1KB1R w KQk - 5 7,0
rnbqkbnr/ppp2pp1/4p2p/3p4/P6P/5PP1/2PPP3/RNBQKBNR w KQkq - 0 7,1
rnbqkbnr/pppppp2/6p1/7p/2P5/N7/PP1PPPPP/1RBQKBNR b Kkq - 1 3,0
rnbqkbnr/p2pp1pp/1p3p2/2p5/1P4P1/P4P2/2PPP2P/RNBQKBNR w KQkq - 0 5,0
r1bqkbnr/ppp1p1pp/2n5/3p1p2/8/1P6/P1PPPPPP/RNBQKBNR w KQkq - 0 4,0
rnbqk1nr/p1pp1p2/1p2pbp1/1B5p/4P1Q1/P6P/1PPP1PP1/RNB1K1NR w KQkq - 4 7,0
rnb1kbnr/p1p2ppp/3p2q1/1p2p3/P2P4/2P5/1PQ1PPPP/RNB1KBNR b KQkq - 1 6,1
rn2kbnr/p1pqpp1p/1p4p1/3p2N1/1P4b1/P1P3P1/3PPP1P/RNBQKB1R b KQkq - 0 6,0
rnbqk2r/pppp2pp/5p1n/4p3/1b4PP/4PP2/PPPP4/RNBQKBNR w KQkq - 1 5,0
rnb1qbnr/p1pppk2/6pp/1p6/4PP2/1P6/P1PPK1PP/RNBQ2NR b - - 0 6,1
rnbqkbnr/1ppppp2/6pp/p7/8/N3P3/PPPP1PPP/R1BQKBNR b KQkq - 1 4,0
r1bqkbnr/ppppppp1/2n4p/8/1P6/P1P5/3PPPPP/RNBQKBNR b KQkq - 0 3,0
r2qkb1r/pppbpppp/2n4n/3pN1P1/8/1PN5/P1PPPP1P/R1BQKB1R b KQkq - 0 6,1
r1bqkbnr/pppp1p2/4p2p/n5p1/2P2B1P/3P4/PP2PPPR/RN1QKBN1 w Qkq - 2 6,1
rnbqkb1r/p1ppppp1/5n2/1p5p/2P5/NP6/P2PPPPP/R1BQKBNR w KQkq - 0 4,1
rnbqkb1r/ppppppp1/8/5n1p/P7/2N3P1/1PPPPPBP/R1BQK1NR b KQkq - 1 4,0
rnbqkb1r/p1ppppp1/5n2/1p5p/7P/6R1/PPPPPPP1/RNBQKBN1 w Qkq - 0 4,0
rnb1kbnr/1ppq3p/4ppp1/p2p4/1P6/P3P2N/2PP1PPP/RNBQKB1R w Kkq - 1 7,0
r1bqkb1r/ppppp1pp/n4p1n/8/P1PN4/8/1P1PPPPP/RNBQKB1R b KQkq - 0 4,0
rn1qkbnr/pp2pppb/2p5/3p3p/7P/1P2PP1N/P1PP2P1/RNBQKB1R w KQkq - 0 6,0
r1bqkb1r/1ppppppp/2n4n/p7/8/P4P2/RPPPP1PP/1NBQKBNR w Kkq - 1 4,0
r1bqkbnr/1ppp2p1/p3p2p/n4p2/4B3/P1P3PP/1P1PPP2/RNBQK1NR w KQkq - 0 7,0
rnb1k1nr/1pqp1ppp/4p3/p1p3PB/4P3/5Nb1/PPPP1P1P/RNBQK2R w KQkq - 2 7,1
rnbqk2r/ppp1ppbp/3p3n/8/5Pp1/N2P3P/PPP1P1PR/R1BQKBN1 w Qkq - 1 6,0
rnbqkbnr/pppp1N2/4p3/8/7p/3P2P1/PPP1PP1P/RNBQKB1R w KQkq - 0 6,1
rnbqkbnr/ppppp3/7p/1P3pp1/1B6/8/P1PPPPPP/RN1QKBNR b KQkq - 1 4,0
r1bqkbnr/ppppp1pp/n4p2/8/P7/3P3N/1PP1PPPP/RNBQKB1R b KQkq - 0 3,0
r2qkbnr/p1pppppp/b1n5/1p6/6PP/2P2P2/PP1PP3/RNBQKBNR b KQkq - 0 4,0
rnbqkbnr/p1pp1ppp/1p2p3/8/2B4P/4PPP1/PPPP4/RNBQK1NR b KQkq - 0 5,1
rnbqkbnr/ppppp2p/6p1/8/5p2/2N3PP/PPPPPP2/1RBQKBNR b Kkq - 1 4,0
r1bqkbnr/p2ppp1p/np6/2p3p1/3P3P/3Q1P2/PPP1P1P1/RNB1KBNR w KQkq - 0 5,1
rnbqkbnr/1pp1p1pp/8/p2p1p2/2PP4/1P4P1/P3PP1P/RNBQKBNR b KQkq - 0 5,0
